subject,predicate,object,subject_type,predicate_type,object_type
TSK0072,PART_OF,PRJ016,Task,DEPENDS_ON,Project
TSK0072,REPORTED_BY,U0083,Task,FOLLOWS,Person
TSK0073,ASSIGNED_TO,U0102,Task,AUTHORED_BY,Person
TSK0073,PART_OF,PRJ007,Task,SPONSORS,Project
TSK0073,REPORTED_BY,U0017,Task,MANAGES,Person
TSK0074,ASSIGNED_TO,U0053,Task,SPONSORS,Person
TSK0074,PART_OF,PRJ015,Task,PART_OF,Project
TSK0074,REPORTED_BY,U0069,Task,BELONGS_TO,Person
TSK0075,ASSIGNED_TO,U0026,Task,WORKS_IN,Person
TSK0075,PART_OF,PRJ015,Task,WORKS_IN,Project
TSK0075,REPORTED_BY,U0106,Task,AUTHORED_BY,Person
TSK0076,ASSIGNED_TO,U0074,Task,REFERENCES,Person
TSK0076,PART_OF,PRJ012,Task,REPORTS_TO,Project
TSK0076,REPORTED_BY,U0055,Task,REFERENCES,Person
TSK0077,ASSIGNED_TO,U0141,Task,MEMBER_OF,Person
TSK0077,PART_OF,PRJ015,Task,FOLLOWS,Project
TSK0077,REPORTED_BY,U0032,Task,ASSIGNED_TO,Person
TSK0078,ASSIGNED_TO,U0086,Task,PART_OF,Person
TSK0078,PART_OF,PRJ006,Task,AUTHORED_BY,Project
TSK0078,REPORTED_BY,U0130,Task,BELONGS_TO,Person
TSK0079,ASSIGNED_TO,U0039,Task,MEMBER_OF,Person
TSK0079,PART_OF,PRJ008,Task,ASSIGNED_TO,Project
TSK0079,REPORTED_BY,U0028,Task,DEPENDS_ON,Person
TSK0080,ASSIGNED_TO,U0074,Task,PART_OF,Person
TSK0080,PART_OF,PRJ005,Task,AUTHORED_BY,Project
TSK0080,REPORTED_BY,U0056,Task,MEMBER_OF,Person
TSK0081,ASSIGNED_TO,U0037,Task,RELATED_TO,Person
TSK0081,PART_OF,PRJ011,Task,REFERENCES,Project
TSK0081,REPORTED_BY,U0025,Task,BELONGS_TO,Person
TSK0082,ASSIGNED_TO,U0045,Task,REPORTS_TO,Person
TSK0082,PART_OF,PRJ004,Task,WORKS_IN,Project
TSK0082,REPORTED_BY,U0061,Task,WORKS_IN,Person
TSK0083,ASSIGNED_TO,U0003,Task,PART_OF,Person
TSK0083,PART_OF,PRJ018,Task,MEMBER_OF,Project
TSK0083,REPORTED_BY,U0053,Task,REPORTS_TO,Person
TSK0084,ASSIGNED_TO,U0102,Task,REPORTS_TO,Person
TSK0084,PART_OF,PRJ020,Task,PART_OF,Project
TSK0084,REPORTED_BY,U0117,Task,AUTHORED_BY,Person
TSK0085,ASSIGNED_TO,U0085,Task,REFERENCES,Person
TSK0085,PART_OF,PRJ009,Task,AUTHORED_BY,Project
TSK0085,REPORTED_BY,U0125,Task,RELATED_TO,Person
TSK0086,ASSIGNED_TO,U0108,Task,DEPENDS_ON,Person
TSK0086,PART_OF,PRJ003,Task,REFERENCES,Project
TSK0086,REPORTED_BY,U0121,Task,BELONGS_TO,Person
TSK0087,ASSIGNED_TO,U0111,Task,WORKS_IN,Person
TSK0087,PART_OF,PRJ007,Task,MANAGES,Project
TSK0087,REPORTED_BY,U0048,Task,REPORTS_TO,Person
TSK0088,ASSIGNED_TO,U0115,Task,REPORTS_TO,Person
TSK0088,PART_OF,PRJ010,Task,REPORTS_TO,Project
TSK0088,REPORTED_BY,U0126,Task,ASSIGNED_TO,Person
TSK0089,ASSIGNED_TO,U0008,Task,WORKS_IN,Person
TSK0089,PART_OF,PRJ007,Task,DEPENDS_ON,Project
TSK0089,REPORTED_BY,U0120,Task,REPORTS_TO,Person
TSK0090,ASSIGNED_TO,U0096,Task,MANAGES,Person
TSK0090,PART_OF,PRJ019,Task,BELONGS_TO,Project
TSK0090,REPORTED_BY,U0024,Task,ASSIGNED_TO,Person
TSK0091,ASSIGNED_TO,U0095,Task,FOLLOWS,Person
TSK0091,PART_OF,PRJ017,Task,RELATED_TO,Project
TSK0091,REPORTED_BY,U0029,Task,MANAGES,Person
TSK0092,ASSIGNED_TO,U0051,Task,SPONSORS,Person
TSK0092,PART_OF,PRJ005,Task,RELATED_TO,Project
TSK0092,REPORTED_BY,U0086,Task,BELONGS_TO,Person
TSK0093,ASSIGNED_TO,U0127,Task,REPORTS_TO,Person
TSK0093,PART_OF,PRJ016,Task,DEPENDS_ON,Project
TSK0093,REPORTED_BY,U0084,Task,PART_OF,Person
TSK0094,ASSIGNED_TO,U0045,Task,WORKS_IN,Person
TSK0094,PART_OF,PRJ018,Task,PART_OF,Project
TSK0094,REPORTED_BY,U0025,Task,REFERENCES,Person
TSK0095,ASSIGNED_TO,U0076,Task,DEPENDS_ON,Person
TSK0095,PART_OF,PRJ020,Task,FOLLOWS,Project
TSK0095,REPORTED_BY,U0096,Task,AUTHORED_BY,Person
TSK0096,ASSIGNED_TO,U0144,Task,MANAGES,Person
TSK0096,PART_OF,PRJ011,Task,MANAGES,Project
TSK0096,REPORTED_BY,U0047,Task,SPONSORS,Person
TSK0097,ASSIGNED_TO,U0143,Task,SPONSORS,Person
TSK0097,PART_OF,PRJ018,Task,REFERENCES,Project
TSK0097,REPORTED_BY,U0002,Task,REFERENCES,Person
TSK0098,ASSIGNED_TO,U0030,Task,RELATED_TO,Person
TSK0098,PART_OF,PRJ018,Task,FOLLOWS,Project
TSK0098,REPORTED_BY,U0010,Task,RELATED_TO,Person
TSK0099,ASSIGNED_TO,U0148,Task,MEMBER_OF,Person
TSK0099,PART_OF,PRJ019,Task,BELONGS_TO,Project
TSK0099,REPORTED_BY,U0053,Task,REFERENCES,Person
TSK0100,ASSIGNED_TO,U0001,Task,REFERENCES,Person
TSK0100,PART_OF,PRJ002,Task,ASSIGNED_TO,Project
TSK0100,REPORTED_BY,U0136,Task,MEMBER_OF,Person
TSK0101,ASSIGNED_TO,U0120,Task,MEMBER_OF,Person
TSK0101,PART_OF,PRJ020,Task,WORKS_IN,Project
TSK0101,REPORTED_BY,U0140,Task,PART_OF,Person
TSK0102,ASSIGNED_TO,U0104,Task,WORKS_IN,Person
TSK0102,PART_OF,PRJ007,Task,DEPENDS_ON,Project
TSK0102,REPORTED_BY,U0103,Task,REPORTS_TO,Person
TSK0103,ASSIGNED_TO,U0099,Task,REFERENCES,Person
TSK0103,PART_OF,PRJ019,Task,ASSIGNED_TO,Project
TSK0103,REPORTED_BY,U0016,Task,REPORTS_TO,Person
TSK0104,ASSIGNED_TO,U0009,Task,DEPENDS_ON,Person
TSK0104,PART_OF,PRJ018,Task,WORKS_IN,Project
TSK0104,REPORTED_BY,U0029,Task,AUTHORED_BY,Person
TSK0105,ASSIGNED_TO,U0080,Task,REPORTS_TO,Person
TSK0105,PART_OF,PRJ016,Task,DEPENDS_ON,Project
TSK0105,REPORTED_BY,U0054,Task,REPORTS_TO,Person
TSK0106,ASSIGNED_TO,U0150,Task,REPORTS_TO,Person
TSK0106,PART_OF,PRJ013,Task,FOLLOWS,Project
TSK0106,REPORTED_BY,U0131,Task,MANAGES,Person
TSK0107,ASSIGNED_TO,U0079,Task,SPONSORS,Person
TSK0107,PART_OF,PRJ008,Task,MANAGES,Project
TSK0107,REPORTED_BY,U0089,Task,PART_OF,Person
TSK0108,ASSIGNED_TO,U0136,Task,BELONGS_TO,Person
TSK0108,PART_OF,PRJ003,Task,MANAGES,Project
TSK0108,REPORTED_BY,U0088,Task,MEMBER_OF,Person
TSK0109,ASSIGNED_TO,U0078,Task,REFERENCES,Person
TSK0109,PART_OF,PRJ014,Task,BELONGS_TO,Project
TSK0109,REPORTED_BY,U0035,Task,DEPENDS_ON,Person
TSK0110,ASSIGNED_TO,U0117,Task,MEMBER_OF,Person
TSK0110,PART_OF,PRJ015,Task,FOLLOWS,Project
TSK0110,REPORTED_BY,U0097,Task,MEMBER_OF,Person
TSK0111,ASSIGNED_TO,U0092,Task,BELONGS_TO,Person
TSK0111,PART_OF,PRJ010,Task,BELONGS_TO,Project
TSK0111,REPORTED_BY,U0002,Task,WORKS_IN,Person
TSK0112,ASSIGNED_TO,U0109,Task,REFERENCES,Person
TSK0112,PART_OF,PRJ017,Task,SPONSORS,Project
TSK0112,REPORTED_BY,U0042,Task,SPONSORS,Person
TSK0113,ASSIGNED_TO,U0050,Task,SPONSORS,Person
TSK0113,PART_OF,PRJ007,Task,AUTHORED_BY,Project
TSK0113,REPORTED_BY,U0005,Task,ASSIGNED_TO,Person
TSK0114,ASSIGNED_TO,U0009,Task,SPONSORS,Person
TSK0114,PART_OF,PRJ018,Task,REFERENCES,Project
TSK0114,REPORTED_BY,U0120,Task,MEMBER_OF,Person
TSK0115,ASSIGNED_TO,U0040,Task,BELONGS_TO,Person
TSK0115,PART_OF,PRJ005,Task,RELATED_TO,Project
TSK0115,REPORTED_BY,U0005,Task,FOLLOWS,Person
TSK0116,ASSIGNED_TO,U0119,Task,BELONGS_TO,Person
TSK0116,PART_OF,PRJ010,Task,SPONSORS,Project
TSK0116,REPORTED_BY,U0091,Task,REPORTS_TO,Person
TSK0117,ASSIGNED_TO,U0079,Task,MEMBER_OF,Person
TSK0117,PART_OF,PRJ009,Task,REPORTS_TO,Project
TSK0117,REPORTED_BY,U0012,Task,ASSIGNED_TO,Person
TSK0118,ASSIGNED_TO,U0142,Task,SPONSORS,Person
TSK0118,PART_OF,PRJ003,Task,FOLLOWS,Project
TSK0118,REPORTED_BY,U0111,Task,REFERENCES,Person
TSK0119,ASSIGNED_TO,U0048,Task,FOLLOWS,Person
TSK0119,PART_OF,PRJ007,Task,RELATED_TO,Project
TSK0119,REPORTED_BY,U0055,Task,WORKS_IN,Person
TSK0120,ASSIGNED_TO,U0069,Task,WORKS_IN,Person
TSK0120,PART_OF,PRJ016,Task,MANAGES,Project
TSK0120,REPORTED_BY,U0148,Task,BELONGS_TO,Person
TSK0121,ASSIGNED_TO,U0039,Task,BELONGS_TO,Person
TSK0121,PART_OF,PRJ008,Task,SPONSORS,Project
TSK0121,REPORTED_BY,U0065,Task,ASSIGNED_TO,Person
TSK0122,ASSIGNED_TO,U0112,Task,SPONSORS,Person
TSK0122,PART_OF,PRJ016,Task,BELONGS_TO,Project
TSK0122,REPORTED_BY,U0084,Task,WORKS_IN,Person
TSK0123,ASSIGNED_TO,U0029,Task,DEPENDS_ON,Person
TSK0123,PART_OF,PRJ015,Task,MANAGES,Project
TSK0123,REPORTED_BY,U0031,Task,FOLLOWS,Person
TSK0124,ASSIGNED_TO,U0137,Task,WORKS_IN,Person
TSK0124,PART_OF,PRJ020,Task,RELATED_TO,Project
TSK0124,REPORTED_BY,U0078,Task,MANAGES,Person
TSK0125,ASSIGNED_TO,U0044,Task,REFERENCES,Person
TSK0125,PART_OF,PRJ008,Task,DEPENDS_ON,Project
TSK0125,REPORTED_BY,U0101,Task,AUTHORED_BY,Person
TSK0126,ASSIGNED_TO,U0069,Task,REFERENCES,Person
TSK0126,PART_OF,PRJ015,Task,BELONGS_TO,Project
TSK0126,REPORTED_BY,U0040,Task,REFERENCES,Person
TSK0127,ASSIGNED_TO,U0032,Task,AUTHORED_BY,Person
TSK0127,PART_OF,PRJ009,Task,AUTHORED_BY,Project
TSK0127,REPORTED_BY,U0098,Task,MANAGES,Person
TSK0128,ASSIGNED_TO,U0064,Task,MANAGES,Person
TSK0128,PART_OF,PRJ011,Task,FOLLOWS,Project
TSK0128,REPORTED_BY,U0048,Task,AUTHORED_BY,Person
TSK0129,ASSIGNED_TO,U0107,Task,BELONGS_TO,Person
TSK0129,PART_OF,PRJ012,Task,FOLLOWS,Project
TSK0129,REPORTED_BY,U0148,Task,SPONSORS,Person
TSK0130,ASSIGNED_TO,U0021,Task,SPONSORS,Person
TSK0130,PART_OF,PRJ008,Task,WORKS_IN,Project
TSK0130,REPORTED_BY,U0078,Task,SPONSORS,Person
TSK0131,ASSIGNED_TO,U0009,Task,MEMBER_OF,Person
TSK0131,PART_OF,PRJ015,Task,WORKS_IN,Project
TSK0131,REPORTED_BY,U0039,Task,SPONSORS,Person
TSK0132,ASSIGNED_TO,U0110,Task,REFERENCES,Person
TSK0132,PART_OF,PRJ006,Task,RELATED_TO,Project
TSK0132,REPORTED_BY,U0005,Task,MANAGES,Person
TSK0133,ASSIGNED_TO,U0031,Task,MEMBER_OF,Person
TSK0133,PART_OF,PRJ011,Task,AUTHORED_BY,Project
TSK0133,REPORTED_BY,U0105,Task,PART_OF,Person
TSK0134,ASSIGNED_TO,U0053,Task,SPONSORS,Person
TSK0134,PART_OF,PRJ007,Task,MANAGES,Project
TSK0134,REPORTED_BY,U0103,Task,BELONGS_TO,Person
TSK0135,ASSIGNED_TO,U0015,Task,MANAGES,Person
TSK0135,PART_OF,PRJ017,Task,ASSIGNED_TO,Project
TSK0135,REPORTED_BY,U0091,Task,DEPENDS_ON,Person
TSK0136,ASSIGNED_TO,U0029,Task,PART_OF,Person
TSK0136,PART_OF,PRJ008,Task,SPONSORS,Project
TSK0136,REPORTED_BY,U0059,Task,SPONSORS,Person
TSK0137,ASSIGNED_TO,U0004,Task,PART_OF,Person
TSK0137,PART_OF,PRJ020,Task,WORKS_IN,Project
TSK0137,REPORTED_BY,U0145,Task,PART_OF,Person
TSK0138,ASSIGNED_TO,U0108,Task,DEPENDS_ON,Person
TSK0138,PART_OF,PRJ009,Task,PART_OF,Project
TSK0138,REPORTED_BY,U0143,Task,AUTHORED_BY,Person
TSK0139,ASSIGNED_TO,U0127,Task,FOLLOWS,Person
TSK0139,PART_OF,PRJ008,Task,SPONSORS,Project
TSK0139,REPORTED_BY,U0145,Task,FOLLOWS,Person
TSK0140,ASSIGNED_TO,U0089,Task,MEMBER_OF,Person
TSK0140,PART_OF,PRJ010,Task,SPONSORS,Project
TSK0140,REPORTED_BY,U0025,Task,RELATED_TO,Person
TSK0141,ASSIGNED_TO,U0131,Task,DEPENDS_ON,Person
TSK0141,PART_OF,PRJ015,Task,FOLLOWS,Project
TSK0141,REPORTED_BY,U0025,Task,ASSIGNED_TO,Person
TSK0142,ASSIGNED_TO,U0001,Task,RELATED_TO,Person
TSK0142,PART_OF,PRJ004,Task,SPONSORS,Project
TSK0142,REPORTED_BY,U0125,Task,RELATED_TO,Person
TSK0143,ASSIGNED_TO,U0025,Task,MEMBER_OF,Person
TSK0143,PART_OF,PRJ003,Task,MEMBER_OF,Project
TSK0143,REPORTED_BY,U0097,Task,WORKS_IN,Person
TSK0144,ASSIGNED_TO,U0109,Task,DEPENDS_ON,Person
TSK0144,PART_OF,PRJ010,Task,ASSIGNED_TO,Project
TSK0144,REPORTED_BY,U0107,Task,RELATED_TO,Person
TSK0145,ASSIGNED_TO,U0150,Task,SPONSORS,Person
TSK0145,PART_OF,PRJ015,Task,AUTHORED_BY,Project
TSK0145,REPORTED_BY,U0011,Task,PART_OF,Person
TSK0146,ASSIGNED_TO,U0119,Task,PART_OF,Person
TSK0146,PART_OF,PRJ013,Task,MANAGES,Project
TSK0146,REPORTED_BY,U0020,Task,MANAGES,Person
TSK0147,ASSIGNED_TO,U0032,Task,AUTHORED_BY,Person
TSK0147,PART_OF,PRJ018,Task,SPONSORS,Project
TSK0147,REPORTED_BY,U0134,Task,ASSIGNED_TO,Person
TSK0148,ASSIGNED_TO,U0039,Task,RELATED_TO,Person
TSK0148,PART_OF,PRJ003,Task,REFERENCES,Project
TSK0148,REPORTED_BY,U0042,Task,DEPENDS_ON,Person
TSK0149,ASSIGNED_TO,U0094,Task,DEPENDS_ON,Person
TSK0149,PART_OF,PRJ019,Task,FOLLOWS,Project
TSK0149,REPORTED_BY,U0044,Task,ASSIGNED_TO,Person
TSK0150,ASSIGNED_TO,U0149,Task,MANAGES,Person
TSK0150,PART_OF,PRJ002,Task,MEMBER_OF,Project
TSK0150,REPORTED_BY,U0119,Task,DEPENDS_ON,Person
TSK0151,ASSIGNED_TO,U0063,Task,DEPENDS_ON,Person
TSK0151,PART_OF,PRJ018,Task,WORKS_IN,Project
TSK0151,REPORTED_BY,U0011,Task,REPORTS_TO,Person
TSK0152,ASSIGNED_TO,U0063,Task,AUTHORED_BY,Person
TSK0152,PART_OF,PRJ012,Task,DEPENDS_ON,Project
TSK0152,REPORTED_BY,U0086,Task,AUTHORED_BY,Person
TSK0153,ASSIGNED_TO,U0039,Task,FOLLOWS,Person
TSK0153,PART_OF,PRJ004,Task,MEMBER_OF,Project
TSK0153,REPORTED_BY,U0033,Task,AUTHORED_BY,Person
TSK0154,ASSIGNED_TO,U0127,Task,SPONSORS,Person
TSK0154,PART_OF,PRJ005,Task,RELATED_TO,Project
TSK0154,REPORTED_BY,U0082,Task,BELONGS_TO,Person
TSK0155,ASSIGNED_TO,U0016,Task,REFERENCES,Person
TSK0155,PART_OF,PRJ016,Task,MANAGES,Project
TSK0155,REPORTED_BY,U0071,Task,MEMBER_OF,Person
TSK0156,ASSIGNED_TO,U0098,Task,FOLLOWS,Person
TSK0156,PART_OF,PRJ015,Task,AUTHORED_BY,Project
TSK0156,REPORTED_BY,U0101,Task,FOLLOWS,Person
TSK0157,ASSIGNED_TO,U0017,Task,RELATED_TO,Person
TSK0157,PART_OF,PRJ009,Task,FOLLOWS,Project
TSK0157,REPORTED_BY,U0003,Task,SPONSORS,Person
TSK0158,ASSIGNED_TO,U0098,Task,RELATED_TO,Person
TSK0158,PART_OF,PRJ001,Task,REPORTS_TO,Project
TSK0158,REPORTED_BY,U0009,Task,AUTHORED_BY,Person
TSK0159,ASSIGNED_TO,U0146,Task,REFERENCES,Person
TSK0159,PART_OF,PRJ001,Task,PART_OF,Project
TSK0159,REPORTED_BY,U0078,Task,ASSIGNED_TO,Person
TSK0160,ASSIGNED_TO,U0035,Task,MANAGES,Person
TSK0160,PART_OF,PRJ015,Task,REPORTS_TO,Project
TSK0160,REPORTED_BY,U0075,Task,MEMBER_OF,Person
TSK0161,ASSIGNED_TO,U0075,Task,REPORTS_TO,Person
TSK0161,PART_OF,PRJ001,Task,REPORTS_TO,Project
TSK0161,REPORTED_BY,U0031,Task,MANAGES,Person
TSK0162,ASSIGNED_TO,U0075,Task,DEPENDS_ON,Person
TSK0162,PART_OF,PRJ012,Task,RELATED_TO,Project
TSK0162,REPORTED_BY,U0021,Task,AUTHORED_BY,Person
TSK0163,ASSIGNED_TO,U0057,Task,REPORTS_TO,Person
TSK0163,PART_OF,PRJ014,Task,FOLLOWS,Project
TSK0163,REPORTED_BY,U0136,Task,WORKS_IN,Person
TSK0164,ASSIGNED_TO,U0025,Task,WORKS_IN,Person
TSK0164,PART_OF,PRJ016,Task,PART_OF,Project
TSK0164,REPORTED_BY,U0066,Task,SPONSORS,Person
TSK0165,ASSIGNED_TO,U0002,Task,MEMBER_OF,Person
TSK0165,PART_OF,PRJ017,Task,BELONGS_TO,Project
TSK0165,REPORTED_BY,U0068,Task,RELATED_TO,Person
TSK0166,ASSIGNED_TO,U0081,Task,REPORTS_TO,Person
TSK0166,PART_OF,PRJ006,Task,REPORTS_TO,Project
TSK0166,REPORTED_BY,U0061,Task,ASSIGNED_TO,Person
TSK0167,ASSIGNED_TO,U0127,Task,AUTHORED_BY,Person
TSK0167,PART_OF,PRJ013,Task,RELATED_TO,Project
TSK0167,REPORTED_BY,U0029,Task,DEPENDS_ON,Person
TSK0168,ASSIGNED_TO,U0074,Task,RELATED_TO,Person
TSK0168,PART_OF,PRJ016,Task,REFERENCES,Project
TSK0168,REPORTED_BY,U0076,Task,DEPENDS_ON,Person
TSK0169,ASSIGNED_TO,U0127,Task,WORKS_IN,Person
TSK0169,PART_OF,PRJ001,Task,PART_OF,Project
TSK0169,REPORTED_BY,U0001,Task,ASSIGNED_TO,Person
TSK0170,ASSIGNED_TO,U0141,Task,MANAGES,Person
TSK0170,PART_OF,PRJ002,Task,REFERENCES,Project
TSK0170,REPORTED_BY,U0123,Task,MANAGES,Person
TSK0171,ASSIGNED_TO,U0090,Task,WORKS_IN,Person
TSK0171,PART_OF,PRJ003,Task,PART_OF,Project
TSK0171,REPORTED_BY,U0008,Task,RELATED_TO,Person
TSK0172,ASSIGNED_TO,U0137,Task,FOLLOWS,Person
TSK0172,PART_OF,PRJ016,Task,MEMBER_OF,Project
TSK0172,REPORTED_BY,U0008,Task,WORKS_IN,Person
TSK0173,ASSIGNED_TO,U0119,Task,RELATED_TO,Person
TSK0173,PART_OF,PRJ013,Task,REFERENCES,Project
TSK0173,REPORTED_BY,U0130,Task,FOLLOWS,Person
TSK0174,ASSIGNED_TO,U0004,Task,DEPENDS_ON,Person
TSK0174,PART_OF,PRJ017,Task,AUTHORED_BY,Project
TSK0174,REPORTED_BY,U0059,Task,MANAGES,Person
TSK0175,ASSIGNED_TO,U0077,Task,DEPENDS_ON,Person
TSK0175,PART_OF,PRJ002,Task,REFERENCES,Project
TSK0175,REPORTED_BY,U0033,Task,BELONGS_TO,Person
TSK0176,ASSIGNED_TO,U0148,Task,DEPENDS_ON,Person
TSK0176,PART_OF,PRJ015,Task,REFERENCES,Project
TSK0176,REPORTED_BY,U0139,Task,AUTHORED_BY,Person
TSK0177,ASSIGNED_TO,U0007,Task,AUTHORED_BY,Person
TSK0177,PART_OF,PRJ009,Task,MANAGES,Project
TSK0177,REPORTED_BY,U0068,Task,MEMBER_OF,Person
TSK0178,ASSIGNED_TO,U0037,Task,AUTHORED_BY,Person
TSK0178,PART_OF,PRJ006,Task,PART_OF,Project
TSK0178,REPORTED_BY,U0086,Task,MEMBER_OF,Person
TSK0179,ASSIGNED_TO,U0091,Task,REPORTS_TO,Person
TSK0179,PART_OF,PRJ019,Task,PART_OF,Project
TSK0179,REPORTED_BY,U0131,Task,MEMBER_OF,Person
TSK0180,ASSIGNED_TO,U0015,Task,PART_OF,Person
TSK0180,PART_OF,PRJ012,Task,ASSIGNED_TO,Project
TSK0180,REPORTED_BY,U0014,Task,REFERENCES,Person
TSK0181,ASSIGNED_TO,U0123,Task,MEMBER_OF,Person
TSK0181,PART_OF,PRJ020,Task,PART_OF,Project
TSK0181,REPORTED_BY,U0017,Task,DEPENDS_ON,Person
TSK0182,ASSIGNED_TO,U0120,Task,SPONSORS,Person
TSK0182,PART_OF,PRJ012,Task,WORKS_IN,Project
TSK0182,REPORTED_BY,U0142,Task,ASSIGNED_TO,Person
TSK0183,ASSIGNED_TO,U0059,Task,ASSIGNED_TO,Person
TSK0183,PART_OF,PRJ008,Task,ASSIGNED_TO,Project
TSK0183,REPORTED_BY,U0031,Task,REPORTS_TO,Person
TSK0184,ASSIGNED_TO,U0058,Task,WORKS_IN,Person
TSK0184,PART_OF,PRJ009,Task,ASSIGNED_TO,Project
TSK0184,REPORTED_BY,U0084,Task,WORKS_IN,Person
TSK0185,ASSIGNED_TO,U0042,Task,MEMBER_OF,Person
TSK0185,PART_OF,PRJ017,Task,REPORTS_TO,Project
TSK0185,REPORTED_BY,U0040,Task,SPONSORS,Person
TSK0186,ASSIGNED_TO,U0013,Task,SPONSORS,Person
TSK0186,PART_OF,PRJ002,Task,BELONGS_TO,Project
TSK0186,REPORTED_BY,U0048,Task,BELONGS_TO,Person
TSK0187,ASSIGNED_TO,U0057,Task,MEMBER_OF,Person
TSK0187,PART_OF,PRJ012,Task,REPORTS_TO,Project
TSK0187,REPORTED_BY,U0031,Task,SPONSORS,Person
TSK0188,ASSIGNED_TO,U0148,Task,FOLLOWS,Person
TSK0188,PART_OF,PRJ016,Task,REPORTS_TO,Project
TSK0188,REPORTED_BY,U0149,Task,REPORTS_TO,Person
TSK0189,ASSIGNED_TO,U0006,Task,REFERENCES,Person
TSK0189,PART_OF,PRJ003,Task,RELATED_TO,Project
TSK0189,REPORTED_BY,U0028,Task,MEMBER_OF,Person
TSK0190,ASSIGNED_TO,U0099,Task,MEMBER_OF,Person
TSK0190,PART_OF,PRJ007,Task,FOLLOWS,Project
TSK0190,REPORTED_BY,U0002,Task,RELATED_TO,Person
TSK0191,ASSIGNED_TO,U0148,Task,MEMBER_OF,Person
TSK0191,PART_OF,PRJ015,Task,MEMBER_OF,Project
TSK0191,REPORTED_BY,U0139,Task,MEMBER_OF,Person
TSK0192,ASSIGNED_TO,U0039,Task,SPONSORS,Person
TSK0192,PART_OF,PRJ006,Task,PART_OF,Project
TSK0192,REPORTED_BY,U0059,Task,REPORTS_TO,Person
TSK0193,ASSIGNED_TO,U0100,Task,MEMBER_OF,Person
TSK0193,PART_OF,PRJ007,Task,PART_OF,Project
TSK0193,REPORTED_BY,U0050,Task,MANAGES,Person
TSK0194,ASSIGNED_TO,U0033,Task,WORKS_IN,Person
TSK0194,PART_OF,PRJ012,Task,RELATED_TO,Project
TSK0194,REPORTED_BY,U0128,Task,ASSIGNED_TO,Person
TSK0195,ASSIGNED_TO,U0044,Task,MEMBER_OF,Person
TSK0195,PART_OF,PRJ005,Task,REPORTS_TO,Project
TSK0195,REPORTED_BY,U0147,Task,WORKS_IN,Person
TSK0196,ASSIGNED_TO,U0052,Task,DEPENDS_ON,Person
TSK0196,PART_OF,PRJ006,Task,BELONGS_TO,Project
TSK0196,REPORTED_BY,U0082,Task,ASSIGNED_TO,Person
TSK0197,ASSIGNED_TO,U0075,Task,AUTHORED_BY,Person
TSK0197,PART_OF,PRJ006,Task,SPONSORS,Project
TSK0197,REPORTED_BY,U0023,Task,BELONGS_TO,Person
TSK0198,ASSIGNED_TO,U0120,Task,SPONSORS,Person
TSK0198,PART_OF,PRJ007,Task,DEPENDS_ON,Project
TSK0198,REPORTED_BY,U0146,Task,SPONSORS,Person
TSK0199,ASSIGNED_TO,U0079,Task,PART_OF,Person
TSK0199,PART_OF,PRJ009,Task,MANAGES,Project
TSK0199,REPORTED_BY,U0057,Task,DEPENDS_ON,Person
TSK0200,ASSIGNED_TO,U0041,Task,RELATED_TO,Person
TSK0200,PART_OF,PRJ015,Task,MANAGES,Project
TSK0200,REPORTED_BY,U0059,Task,DEPENDS_ON,Person
TSK0201,ASSIGNED_TO,U0101,Task,PART_OF,Person
TSK0201,PART_OF,PRJ001,Task,FOLLOWS,Project
TSK0201,REPORTED_BY,U0040,Task,WORKS_IN,Person
TSK0202,ASSIGNED_TO,U0109,Task,SPONSORS,Person
TSK0202,PART_OF,PRJ018,Task,RELATED_TO,Project
TSK0202,REPORTED_BY,U0142,Task,REPORTS_TO,Person
TSK0203,ASSIGNED_TO,U0078,Task,RELATED_TO,Person
TSK0203,PART_OF,PRJ020,Task,BELONGS_TO,Project
TSK0203,REPORTED_BY,U0019,Task,RELATED_TO,Person
TSK0204,ASSIGNED_TO,U0044,Task,SPONSORS,Person
TSK0204,PART_OF,PRJ001,Task,MANAGES,Project
TSK0204,REPORTED_BY,U0128,Task,DEPENDS_ON,Person
TSK0205,ASSIGNED_TO,U0146,Task,MANAGES,Person
TSK0205,PART_OF,PRJ010,Task,AUTHORED_BY,Project
TSK0205,REPORTED_BY,U0028,Task,AUTHORED_BY,Person
TSK0206,ASSIGNED_TO,U0046,Task,AUTHORED_BY,Person
TSK0206,PART_OF,PRJ008,Task,BELONGS_TO,Project
TSK0206,REPORTED_BY,U0108,Task,PART_OF,Person
TSK0207,ASSIGNED_TO,U0105,Task,DEPENDS_ON,Person
TSK0207,PART_OF,PRJ006,Task,REPORTS_TO,Project
TSK0207,REPORTED_BY,U0100,Task,REFERENCES,Person
TSK0208,ASSIGNED_TO,U0106,Task,MEMBER_OF,Person
TSK0208,PART_OF,PRJ006,Task,MEMBER_OF,Project
TSK0208,REPORTED_BY,U0045,Task,RELATED_TO,Person
TSK0209,ASSIGNED_TO,U0039,Task,RELATED_TO,Person
TSK0209,PART_OF,PRJ009,Task,AUTHORED_BY,Project
TSK0209,REPORTED_BY,U0015,Task,SPONSORS,Person
TSK0210,ASSIGNED_TO,U0134,Task,WORKS_IN,Person
TSK0210,PART_OF,PRJ010,Task,BELONGS_TO,Project
